# 2D brain simulation: Stokes pressure variance in radial direction as a function of fluid path width
#
# --- Brain parameters (fixed) --- #
# lc = 2.000000e-04 
# arcLen = 0.100000 m
# r_brain = 0.010000 m
# d_ratio = NaN
# r_curv = 0.050000 m
# inner_perturb = (x,z) -> 0.005000 * sin(abs(x) * 628.318531 - pi/2) * fld(mod2pi(abs(x) * 628.318531 - pi/2),pi)
# outer_perturb = (x,z) -> 0.0
# BS_points = 4000
# field_Lc_lim = (0.500000, 1.000000) 
# field_Dist_lim = (0.001000, 0.005000) m 
#
# --- PDE parameters (fixed=) --- #
# μ = 8.000000e-04 Pa*s
# Κ = 1.000000e-16 m^2
# α = (x) -> 1*μ/sqrt(Κ)
# ps0 = (x) -> x[1] < 0 ? 1*133.3224 : 0.
# ∇pd0 = (x) -> VectorValue(0.0, 0.0)
#
# --- Sampling --- #
# num_samples = 20
# num_rad_lines = 300
# width = [5.000e-03, 4.763e-03, 4.526e-03, 4.289e-03, 4.053e-03, 3.816e-03, 3.579e-03, 3.342e-03, 3.105e-03, 2.868e-03, 2.632e-03, 2.395e-03, 2.158e-03, 1.921e-03, 1.684e-03, 1.447e-03, 1.211e-03, 9.737e-04, 7.368e-04, 5.000e-04]
#
# --- Data --- #
mean_pos_x, mean_pos_y, rad_len, variance
-3.979846e-02, 2.592937e-02, 4.900000e-03, 3.094051e-04
-3.962530e-02, 2.619324e-02, 4.900000e-03, 1.222300e-03
-3.945038e-02, 2.645595e-02, 4.900000e-03, 2.711536e-03
-3.927373e-02, 2.671749e-02, 4.900000e-03, 4.820434e-03
-3.909534e-02, 2.697786e-02, 4.900000e-03, 7.886518e-03
-3.891522e-02, 2.723703e-02, 4.900000e-03, 1.352406e-02
-3.873338e-02, 2.749500e-02, 4.900000e-03, 2.802997e-02
-3.854984e-02, 2.775175e-02, 4.900000e-03, 6.962550e-02
-3.812282e-02, 2.783078e-02, 5.498698e-03, 3.642235e+00
-3.756871e-02, 2.781080e-02, 6.415276e-03, 2.813610e+00
-3.703789e-02, 2.780070e-02, 7.278529e-03, 1.761571e+00
-3.654218e-02, 2.781013e-02, 8.058079e-03, 1.025222e+00
-3.609199e-02, 2.784816e-02, 8.726492e-03, 5.584227e-01
-3.569596e-02, 2.792293e-02, 9.260247e-03, 2.710124e-01
-3.536064e-02, 2.804134e-02, 9.640559e-03, 1.021215e-01
-3.509035e-02, 2.820879e-02, 9.854046e-03, 1.778035e-02
-3.488697e-02, 2.842896e-02, 9.893193e-03, 2.199874e-03
-3.474995e-02, 2.870363e-02, 9.756624e-03, 5.257263e-02
