# 2D brain simulation: Stokes pressure variance in radial direction as a function of fluid path width
#
# --- Brain parameters (fixed) --- #
# lc = 2.000000e-04 
# arcLen = 0.100000 m
# r_brain = 0.010000 m
# d_ratio = NaN
# r_curv = 0.050000 m
# inner_perturb = (x,z) -> 0.001000 * sin(abs(x) * 125.663706 - pi/2) * fld(mod2pi(abs(x) * 125.663706 - pi/2),pi)
# outer_perturb = (x,z) -> 0.0
# BS_points = 3000
# field_Lc_lim = (0.500000, 1.000000) 
# field_Dist_lim = (0.001000, 0.005000) m 
#
# --- PDE parameters (fixed=) --- #
# μ = 8.000000e-04 Pa*s
# Κ = 1.000000e-16 m^2
# α = (x) -> 1*μ/sqrt(Κ)
# ps0 = (x) -> x[1] < 0 ? 1*133.3224 : 0.
# ∇pd0 = (x) -> VectorValue(0.0, 0.0)
#
# --- Sampling --- #
# num_samples = 20
# num_rad_lines = 300
# width = [5.000e-03, 4.763e-03, 4.526e-03, 4.289e-03, 4.053e-03, 3.816e-03, 3.579e-03, 3.342e-03, 3.105e-03, 2.868e-03, 2.632e-03, 2.395e-03, 2.158e-03, 1.921e-03, 1.684e-03, 1.447e-03, 1.211e-03, 9.737e-04, 7.368e-04, 5.000e-04]
#
# --- Data --- #
mean_pos_x, mean_pos_y, rad_len, variance
-3.946903e-02, 2.571474e-02, 5.686366e-03, 4.459738e-03
-3.930721e-02, 2.598297e-02, 5.662605e-03, 8.470374e-03
-3.914401e-02, 2.625049e-02, 5.637767e-03, 1.131481e-02
-3.897943e-02, 2.651728e-02, 5.611888e-03, 1.331832e-02
-3.881344e-02, 2.678333e-02, 5.585003e-03, 1.476911e-02
-3.864603e-02, 2.704862e-02, 5.557152e-03, 1.587386e-02
-3.847718e-02, 2.731313e-02, 5.528374e-03, 1.677959e-02
-3.830689e-02, 2.757686e-02, 5.498708e-03, 1.759651e-02
-3.813513e-02, 2.783977e-02, 5.468197e-03, 1.839737e-02
-3.796190e-02, 2.810186e-02, 5.436884e-03, 1.923206e-02
-3.778716e-02, 2.836310e-02, 5.404813e-03, 2.014625e-02
-3.761091e-02, 2.862348e-02, 5.372029e-03, 2.116559e-02
-3.743314e-02, 2.888297e-02, 5.338580e-03, 2.231259e-02
-3.725381e-02, 2.914155e-02, 5.304511e-03, 2.360150e-02
-3.707293e-02, 2.939920e-02, 5.269871e-03, 2.504434e-02
-3.689047e-02, 2.965590e-02, 5.234709e-03, 2.664401e-02
-3.670642e-02, 2.991162e-02, 5.199074e-03, 2.838413e-02
-3.652077e-02, 3.016633e-02, 5.163017e-03, 3.023005e-02
