# 2D brain simulation: Stokes pressure variance in radial direction as a function of fluid path width
#
# --- Brain parameters (fixed) --- #
# lc = 1.000000e-03 
# arcLen = 0.100000 m
# r_brain = 0.010000 m
# d_ratio = NaN
# r_curv = 0.050000 m
# inner_perturb = (x,z) -> 0.3e-3 * cos(pi * abs(x) / 2e-3) 
# outer_perturb = (x,z) -> 0.0 
# BS_points = 1000
# field_Lc_lim = (0.500000, 1.000000) 
# field_Dist_lim = (0.001000, 0.005000) m 
#
# --- PDE parameters (fixed=) --- #
# μ = 8.000000e-04 Pa*s
# Κ = 1.000000e-16 m^2
# α = (x) -> 1*μ/sqrt(Κ)
# ps0 = (x) -> x[1] < 0 ? 1*133.3224 : 0.
# ∇pd0 = (x) -> VectorValue(0.0, 0.0)
#
# --- Sampling --- #
# num_samples = 5
# num_rad_lines = 100
# width = [5.000e-03, 3.875e-03, 2.750e-03, 1.625e-03, 5.000e-04]
#
# --- Data --- #
mean_pos_x, mean_pos_y, rad_len, variance
-3.957664e-02, 2.653307e-02, 4.604379e-03, 8.314870e-03
-3.896362e-02, 2.725563e-02, 4.799345e-03, 2.883814e-01
-3.827007e-02, 2.791513e-02, 5.161349e-03, 5.716785e-02
-3.773837e-02, 2.868913e-02, 5.089641e-03, 1.820450e-01
-3.731438e-02, 2.955070e-02, 4.703221e-03, 1.700728e-01
-3.674503e-02, 3.030280e-02, 4.643359e-03, 8.705732e-02
-3.599894e-02, 3.090522e-02, 5.009395e-03, 2.631255e-01
-3.531115e-02, 3.155051e-02, 5.193889e-03, 1.005856e-02
-3.479054e-02, 3.234674e-02, 4.890670e-03, 3.288122e-01
-3.424664e-02, 3.312930e-02, 4.602934e-03, 3.778609e-03
-3.351161e-02, 3.372811e-02, 4.808183e-03, 2.862868e-01
-3.271370e-02, 3.425574e-02, 5.165803e-03, 5.657974e-02
-3.205723e-02, 3.492753e-02, 5.082320e-03, 1.846699e-01
-3.148703e-02, 3.570020e-02, 4.696274e-03, 1.902925e-01
-3.078947e-02, 3.633496e-02, 4.648314e-03, 1.004294e-01
-2.994729e-02, 3.679412e-02, 5.018030e-03, 2.551662e-01
